,ctwl/nm,transmissionDepth/dB,r/%,n_ac,n_dc
315,1541.604,-29.018,0.9987462815993199,0.0001352846839764639,0.0011805885298688896
316,1541.572,-29.015,0.998745415262142,0.00013528187579103673,0.0011806130365626776
317,1541.54,-29.011,0.9987442592145981,0.0001352790676056096,0.0011806375442739079
318,1541.504,-29.013,0.9987448373714649,0.00013527590839700402,0.0011806651166652827
319,1541.472,-29.012,0.9987445483263129,0.00013527310021157687,0.001180689626538789
320,1541.436,-29.008,0.9987433914799236,0.0001352699410029713,0.001180717201362885
321,1541.404,-29.01,0.9987439700363051,0.00013526713281754416,0.001180741713398953
322,1541.376,-29.008,0.9987433914799236,0.0001352646756552954,0.0011807631622654043
323,1541.34,-29.007,0.9987431021018045,0.00013526151644668985,0.0011807907405244785
324,1541.308,-29.008,0.9987433914799236,0.0001352587082612627,0.0011808152556140627
325,1541.28,-29.004,0.9987422335675488,0.00013525625109901394,0.0011808367071524965
326,1541.248,-29.006,0.9987428126570458,0.00013525344291358678,0.0011808612241508178
327,1541.216,-29.01,0.9987439700363051,0.0001352506347281596,0.0011808857421672237
